Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Speed_kmph,Alcohol_Involved,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Day_of_Week,Month
496,2024-04-19,22:09,Lucknow,Windy,Wet,Daylight,Car,58,Male,77,No,3,2,Minor,Friday,April
497,2024-10-25,04:18,Hyderabad,Rain,Dry,Darkness,Bicycle,29,Male,59,No,2,0,Minor,Friday,October
498,2024-11-20,22:02,Delhi,Clear,Dry,Twilight,Bicycle,36,Male,105,No,1,2,Minor,Wednesday,November
499,2024-11-05,06:04,Ahmedabad,Fog,Wet,Daylight,Bicycle,42,Male,118,No,2,4,Serious,Tuesday,November
500,2024-01-15,20:12,Ahmedabad,Fog,Dry,Daylight,Truck,67,Male,79,No,4,0,Minor,Monday,January
501,2024-06-28,03:57,Jaipur,Clear,Dry,Twilight,Bicycle,22,Male,63,Yes,1,4,Minor,Friday,June
502,2024-11-21,18:02,Jaipur,Clear,Dry,Daylight,Auto Rickshaw,51,Male,25,No,1,2,Minor,Thursday,November
503,2024-03-02,06:47,Mumbai,Clear,Dry,Darkness,Motorcycle,56,Male,47,No,4,3,Fatal,Saturday,March
504,2024-09-04,15:51,Mumbai,Rain,Snowy,Daylight,Auto Rickshaw,27,Male,50,No,1,3,Minor,Wednesday,September
505,2023-09-25,22:18,Bangalore,Rain,Dry,Darkness,Auto Rickshaw,64,Female,27,No,3,3,Minor,Monday,September
506,2024-07-30,00:30,Delhi,Rain,Wet,Daylight,Bus,24,Male,24,No,4,4,Serious,Tuesday,July
507,2024-02-21,18:59,Chennai,Snow,Dry,Darkness,Truck,54,Male,73,No,3,3,Minor,Wednesday,February
508,2023-06-17,22:53,Chennai,Fog,Dry,Daylight,Bicycle,64,Male,36,No,4,1,Minor,Saturday,June
509,2023-02-12,16:58,Jaipur,Clear,Dry,Daylight,Bus,69,Male,57,No,4,0,Fatal,Sunday,February
510,2024-07-09,07:33,Jaipur,Clear,Dry,Daylight,Car,69,Female,28,No,3,0,Minor,Tuesday,July
511,2023-10-12,20:32,Jaipur,Clear,Dry,Daylight,Car,32,Male,93,No,4,2,Minor,Thursday,October
512,2024-02-01,00:01,Lucknow,Clear,Dry,Twilight,Bus,59,Male,103,Yes,2,5,Minor,Thursday,February
513,2023-01-12,15:46,Pune,Rain,Dry,Darkness,Motorcycle,41,Male,97,Yes,3,4,Minor,Thursday,January
514,2024-08-29,16:00,Mumbai,Fog,Wet,Daylight,Bus,43,Male,33,Yes,4,0,Serious,Thursday,August
515,2023-10-29,11:53,Lucknow,Clear,Dry,Daylight,Bus,43,Male,45,No,3,4,Fatal,Sunday,October
516,2023-09-10,11:33,Kolkata,Rain,Snowy,Daylight,Truck,63,Male,112,Yes,4,2,Fatal,Sunday,September
517,2024-05-13,14:01,Chennai,Fog,Wet,Darkness,Car,43,Male,81,No,4,3,Fatal,Monday,May
518,2023-02-04,11:07,Ahmedabad,Clear,Dry,Darkness,Car,27,Male,110,No,2,5,Minor,Saturday,February
519,2024-12-27,15:49,Mumbai,Clear,Dry,Daylight,Bicycle,34,Male,44,Yes,2,2,Minor,Friday,December
520,2023-03-31,16:30,Hyderabad,Clear,Dry,Darkness,Auto Rickshaw,31,Female,99,No,2,1,Serious,Friday,March
521,2024-08-27,15:02,Kolkata,Clear,Wet,Darkness,Bus,19,Male,55,Yes,4,3,Minor,Tuesday,August
522,2024-08-24,09:29,Mumbai,Snow,Dry,Twilight,Bus,65,Male,117,No,2,3,Minor,Saturday,August
523,2024-02-22,22:27,Lucknow,Clear,Wet,Twilight,Motorcycle,30,Male,99,No,3,3,Serious,Thursday,February
524,2023-04-25,04:57,Delhi,Clear,Dry,Darkness,Car,44,Male,52,No,4,2,Minor,Tuesday,April
525,2024-09-08,20:06,Ahmedabad,Rain,Wet,Darkness,Motorcycle,26,Male,22,Yes,3,1,Minor,Sunday,September
526,2023-07-15,09:19,Mumbai,Windy,Dry,Daylight,Truck,24,Male,106,No,2,5,Minor,Saturday,July
527,2024-05-15,01:24,Pune,Clear,Snowy,Darkness,Bicycle,65,Male,30,No,4,4,Serious,Wednesday,May
528,2024-09-17,13:17,Jaipur,Clear,Dry,Daylight,Motorcycle,27,Male,77,No,3,2,Minor,Tuesday,September
529,2024-05-07,05:32,Jaipur,Clear,Dry,Daylight,Car,26,Male,83,No,1,0,Minor,Tuesday,May
530,2023-03-16,09:05,Ahmedabad,Clear,Dry,Daylight,Truck,39,Female,37,No,3,0,Minor,Thursday,March
531,2024-02-17,15:59,Lucknow,Clear,Dry,Darkness,Bus,40,Male,66,No,4,2,Serious,Saturday,February
532,2024-01-11,11:02,Jaipur,Rain,Icy,Daylight,Truck,24,Male,63,No,1,4,Minor,Thursday,January
533,2024-02-24,13:37,Mumbai,Clear,Dry,Daylight,Auto Rickshaw,65,Female,112,Yes,2,0,Fatal,Saturday,February
534,2024-12-29,15:41,Hyderabad,Clear,Dry,Daylight,Motorcycle,26,Male,78,No,2,4,Minor,Sunday,December
535,2023-10-04,10:56,Chennai,Fog,Dry,Daylight,Car,44,Male,69,No,3,3,Serious,Wednesday,October
536,2024-11-06,02:53,Chennai,Clear,Dry,Daylight,Motorcycle,41,Male,88,No,2,2,Serious,Wednesday,November
537,2024-01-29,16:25,Kolkata,Clear,Dry,Darkness,Bus,46,Male,107,No,3,3,Minor,Monday,January
538,2024-04-01,20:33,Bangalore,Clear,Wet,Darkness,Bus,34,Male,48,No,3,0,Fatal,Monday,April
539,2023-07-11,02:08,Delhi,Windy,Dry,Daylight,Car,37,Male,112,No,3,4,Minor,Tuesday,July
540,2024-11-19,06:13,Ahmedabad,Clear,Snowy,Darkness,Auto Rickshaw,24,Male,109,No,3,3,Serious,Tuesday,November
541,2023-04-09,14:24,Kolkata,Fog,Dry,Darkness,Bicycle,60,Male,86,Yes,4,0,Fatal,Sunday,April
542,2024-07-01,19:50,Bangalore,Fog,Dry,Daylight,Truck,57,Female,21,No,4,1,Minor,Monday,July
543,2023-04-06,23:41,Lucknow,Clear,Wet,Darkness,Truck,24,Male,44,No,1,3,Minor,Thursday,April
544,2024-10-25,18:06,Pune,Windy,Wet,Twilight,Bus,45,Female,38,No,1,1,Serious,Friday,October
545,2024-10-24,08:48,Pune,Clear,Dry,Daylight,Motorcycle,36,Female,59,No,2,1,Minor,Thursday,October
546,2023-07-09,22:46,Delhi,Clear,Wet,Daylight,Motorcycle,37,Male,21,No,4,5,Serious,Sunday,July
547,2023-02-06,13:58,Jaipur,Fog,Dry,Twilight,Auto Rickshaw,61,Female,102,No,1,0,Minor,Monday,February
548,2024-01-04,00:32,Mumbai,Rain,Dry,Darkness,Bicycle,56,Male,84,No,4,2,Minor,Thursday,January
549,2024-11-25,22:00,Kolkata,Rain,Snowy,Daylight,Motorcycle,57,Female,81,No,4,4,Serious,Monday,November
550,2024-06-08,04:16,Kolkata,Clear,Dry,Daylight,Truck,24,Male,110,No,2,0,Minor,Saturday,June
551,2023-10-06,03:06,Ahmedabad,Clear,Dry,Daylight,Motorcycle,23,Male,73,No,2,5,Serious,Friday,October
552,2023-08-05,14:30,Ahmedabad,Fog,Wet,Darkness,Bicycle,42,Male,64,Yes,3,5,Fatal,Saturday,August
553,2023-09-30,09:00,Pune,Clear,Icy,Daylight,Truck,58,Male,68,No,4,3,Minor,Saturday,September
554,2023-03-03,11:55,Pune,Clear,Dry,Daylight,Motorcycle,30,Female,118,Yes,3,4,Minor,Friday,March
555,2024-08-18,06:38,Hyderabad,Clear,Dry,Darkness,Truck,56,Female,88,No,3,5,Minor,Sunday,August
556,2024-12-29,05:54,Hyderabad,Clear,Dry,Daylight,Bus,57,Male,57,No,3,2,Minor,Sunday,December
557,2023-12-08,10:47,Jaipur,Fog,Snowy,Daylight,Bus,39,Female,23,No,4,0,Minor,Friday,December
558,2024-02-01,20:06,Hyderabad,Clear,Snowy,Daylight,Auto Rickshaw,66,Male,36,No,4,2,Minor,Thursday,February
559,2024-11-29,19:39,Mumbai,Windy,Dry,Darkness,Bus,34,Male,72,No,3,3,Serious,Friday,November
560,2023-01-19,00:30,Mumbai,Clear,Dry,Daylight,Motorcycle,65,Male,104,No,4,0,Minor,Thursday,January
561,2023-06-26,22:21,Kolkata,Rain,Dry,Darkness,Bicycle,39,Male,72,No,3,3,Minor,Monday,June
562,2024-09-03,01:08,Chennai,Clear,Wet,Daylight,Truck,51,Male,50,No,1,4,Minor,Tuesday,September
563,2024-01-31,08:44,Mumbai,Clear,Wet,Daylight,Car,25,Male,41,No,4,4,Minor,Wednesday,January
564,2024-03-20,04:36,Bangalore,Clear,Wet,Daylight,Bus,66,Male,30,No,2,2,Serious,Wednesday,March
565,2023-08-21,18:24,Pune,Clear,Icy,Daylight,Bus,62,Male,53,No,2,2,Minor,Monday,August
566,2023-03-17,11:45,Ahmedabad,Rain,Dry,Darkness,Car,35,Male,34,No,3,4,Serious,Friday,March
567,2023-09-22,02:52,Hyderabad,Windy,Dry,Daylight,Car,41,Male,29,Yes,1,1,Minor,Friday,September
568,2024-03-30,07:36,Kolkata,Rain,Dry,Darkness,Motorcycle,59,Male,115,No,4,4,Minor,Saturday,March
569,2024-12-18,06:47,Delhi,Clear,Dry,Daylight,Truck,19,Female,72,No,3,0,Minor,Wednesday,December
570,2024-01-19,09:12,Ahmedabad,Clear,Dry,Twilight,Bus,19,Female,67,No,1,3,Minor,Friday,January
571,2024-07-17,09:51,Bangalore,Clear,Dry,Darkness,Bicycle,44,Male,50,No,1,4,Minor,Wednesday,July
572,2024-05-20,22:26,Hyderabad,Rain,Wet,Darkness,Motorcycle,31,Male,56,No,4,4,Minor,Monday,May
573,2024-01-02,17:56,Bangalore,Fog,Snowy,Daylight,Motorcycle,65,Female,47,No,2,5,Minor,Tuesday,January
574,2023-05-24,07:43,Pune,Snow,Dry,Daylight,Bicycle,56,Male,50,No,2,3,Minor,Wednesday,May
575,2023-03-10,21:36,Pune,Clear,Dry,Daylight,Bicycle,29,Male,89,No,1,5,Minor,Friday,March
576,2023-04-09,17:09,Jaipur,Rain,Dry,Twilight,Auto Rickshaw,49,Male,33,No,2,3,Serious,Sunday,April
577,2024-01-31,20:51,Kolkata,Clear,Wet,Daylight,Bicycle,45,Male,106,No,1,0,Fatal,Wednesday,January
578,2023-01-25,16:41,Ahmedabad,Rain,Wet,Darkness,Car,45,Male,35,Yes,1,3,Minor,Wednesday,January
579,2024-04-13,05:09,Lucknow,Rain,Dry,Darkness,Bus,63,Male,44,No,1,2,Minor,Saturday,April
580,2024-04-28,04:06,Lucknow,Rain,Dry,Daylight,Auto Rickshaw,42,Male,58,No,2,4,Minor,Sunday,April
581,2024-07-18,07:47,Ahmedabad,Rain,Dry,Darkness,Car,21,Male,85,No,3,3,Serious,Thursday,July
582,2023-05-31,03:10,Delhi,Clear,Dry,Darkness,Auto Rickshaw,43,Female,57,No,2,0,Minor,Wednesday,May
583,2023-05-24,13:59,Kolkata,Fog,Dry,Darkness,Bus,53,Male,60,No,3,3,Minor,Wednesday,May
584,2024-07-22,17:38,Bangalore,Clear,Wet,Daylight,Auto Rickshaw,67,Male,117,No,2,4,Serious,Monday,July
585,2023-02-08,23:26,Delhi,Rain,Snowy,Daylight,Car,20,Male,59,No,4,1,Minor,Wednesday,February
586,2023-04-19,07:51,Chennai,Clear,Dry,Daylight,Truck,18,Male,83,Yes,4,3,Minor,Wednesday,April
587,2024-11-23,08:55,Ahmedabad,Rain,Wet,Darkness,Bus,34,Female,108,No,2,2,Minor,Saturday,November
588,2023-02-11,05:51,Bangalore,Snow,Snowy,Darkness,Motorcycle,24,Male,119,Yes,4,4,Serious,Saturday,February
589,2023-07-05,15:22,Lucknow,Fog,Dry,Daylight,Bus,65,Female,35,No,4,0,Serious,Wednesday,July
590,2024-02-02,22:28,Mumbai,Fog,Dry,Twilight,Bus,22,Male,101,Yes,4,4,Serious,Friday,February
591,2023-08-11,12:04,Jaipur,Rain,Snowy,Daylight,Bus,36,Male,96,No,4,5,Serious,Friday,August
592,2024-09-25,18:05,Lucknow,Rain,Dry,Darkness,Truck,56,Male,78,Yes,3,1,Serious,Wednesday,September
593,2023-05-13,04:25,Kolkata,Rain,Snowy,Twilight,Car,63,Male,110,No,1,0,Minor,Saturday,May
594,2023-06-12,22:26,Pune,Fog,Icy,Darkness,Motorcycle,51,Female,117,No,3,1,Serious,Monday,June
595,2023-08-03,19:20,Mumbai,Clear,Wet,Darkness,Car,52,Male,30,No,1,1,Minor,Thursday,August
596,2023-08-23,01:00,Jaipur,Windy,Wet,Daylight,Auto Rickshaw,66,Male,20,No,1,2,Minor,Wednesday,August
597,2024-10-19,03:19,Jaipur,Snow,Wet,Daylight,Auto Rickshaw,33,Female,32,No,2,3,Fatal,Saturday,October
598,2024-08-10,04:32,Chennai,Rain,Wet,Darkness,Auto Rickshaw,57,Male,49,No,2,2,Minor,Saturday,August
599,2023-01-09,17:28,Chennai,Clear,Dry,Daylight,Car,67,Female,88,No,2,2,Minor,Monday,January
600,2023-03-15,06:41,Hyderabad,Clear,Dry,Daylight,Bicycle,64,Male,37,No,2,5,Minor,Wednesday,March
601,2024-05-06,03:47,Lucknow,Fog,Dry,Darkness,Truck,56,Male,97,No,2,2,Serious,Monday,May
602,2023-09-10,21:31,Lucknow,Clear,Wet,Daylight,Bicycle,44,Male,32,No,3,0,Minor,Sunday,September
603,2023-08-18,18:40,Lucknow,Fog,Dry,Twilight,Auto Rickshaw,58,Male,51,No,3,3,Serious,Friday,August
604,2024-06-02,22:18,Hyderabad,Clear,Dry,Darkness,Truck,55,Male,90,No,4,3,Minor,Sunday,June
605,2023-06-23,13:27,Delhi,Clear,Dry,Darkness,Car,67,Male,91,Yes,3,0,Fatal,Friday,June
606,2024-10-14,18:00,Jaipur,Snow,Wet,Darkness,Auto Rickshaw,67,Male,69,No,3,2,Minor,Monday,October
607,2023-06-17,03:37,Mumbai,Rain,Icy,Darkness,Car,42,Male,90,No,2,2,Serious,Saturday,June
608,2023-06-19,13:25,Kolkata,Rain,Icy,Darkness,Truck,43,Male,99,Yes,4,1,Fatal,Monday,June
609,2024-01-28,13:03,Jaipur,Rain,Dry,Darkness,Car,31,Female,50,No,3,1,Minor,Sunday,January
610,2024-09-25,16:37,Chennai,Clear,Snowy,Daylight,Car,31,Male,70,No,3,5,Minor,Wednesday,September
611,2023-07-13,17:01,Bangalore,Fog,Wet,Darkness,Motorcycle,31,Male,46,Yes,4,4,Minor,Thursday,July
612,2024-05-31,07:12,Pune,Clear,Dry,Darkness,Bicycle,42,Male,79,No,1,1,Fatal,Friday,May
613,2023-01-29,09:10,Hyderabad,Snow,Dry,Daylight,Bicycle,53,Male,52,No,2,3,Minor,Sunday,January
614,2023-06-14,16:48,Ahmedabad,Fog,Dry,Daylight,Bicycle,21,Female,72,No,3,0,Minor,Wednesday,June
615,2024-02-26,18:52,Bangalore,Clear,Snowy,Darkness,Bus,64,Male,112,No,3,2,Serious,Monday,February
616,2023-12-05,16:43,Kolkata,Rain,Dry,Daylight,Motorcycle,32,Female,91,No,4,4,Minor,Tuesday,December
617,2024-10-09,06:50,Lucknow,Rain,Dry,Twilight,Auto Rickshaw,49,Male,52,No,3,1,Minor,Wednesday,October
618,2024-05-10,14:02,Chennai,Clear,Wet,Twilight,Auto Rickshaw,35,Male,60,No,2,4,Fatal,Friday,May
619,2023-12-31,12:05,Chennai,Windy,Dry,Daylight,Auto Rickshaw,31,Male,38,No,3,0,Minor,Sunday,December
620,2023-12-08,10:23,Chennai,Clear,Dry,Darkness,Bicycle,18,Female,104,No,1,0,Minor,Friday,December
621,2024-05-14,10:40,Lucknow,Clear,Wet,Daylight,Bicycle,59,Female,60,Yes,2,4,Minor,Tuesday,May
622,2024-10-18,09:43,Ahmedabad,Rain,Dry,Darkness,Motorcycle,37,Male,104,No,1,4,Serious,Friday,October
623,2024-05-25,19:37,Hyderabad,Rain,Wet,Daylight,Car,27,Female,108,No,4,5,Minor,Saturday,May
624,2023-11-23,17:41,Bangalore,Rain,Dry,Darkness,Bicycle,27,Male,61,Yes,2,4,Serious,Thursday,November
625,2023-08-05,06:22,Lucknow,Fog,Wet,Daylight,Auto Rickshaw,41,Female,42,No,3,2,Minor,Saturday,August
626,2023-10-28,15:33,Kolkata,Rain,Wet,Daylight,Car,51,Male,94,Yes,2,3,Fatal,Saturday,October
627,2023-05-12,16:04,Hyderabad,Rain,Dry,Daylight,Bicycle,45,Male,52,No,2,1,Minor,Friday,May
628,2023-03-11,13:42,Kolkata,Clear,Dry,Daylight,Truck,44,Male,39,No,2,1,Minor,Saturday,March
629,2023-09-09,15:01,Hyderabad,Clear,Wet,Daylight,Bus,57,Female,44,No,1,1,Serious,Saturday,September
630,2024-02-19,13:24,Ahmedabad,Clear,Wet,Daylight,Bicycle,18,Female,109,Yes,4,4,Minor,Monday,February
631,2024-03-20,21:38,Pune,Clear,Wet,Daylight,Truck,50,Female,71,No,2,4,Minor,Wednesday,March
632,2023-07-01,11:05,Kolkata,Rain,Snowy,Darkness,Motorcycle,21,Female,31,No,3,5,Fatal,Saturday,July
633,2023-06-16,18:27,Lucknow,Clear,Dry,Darkness,Truck,24,Male,51,No,2,4,Minor,Friday,June
634,2023-04-01,01:01,Hyderabad,Clear,Dry,Darkness,Motorcycle,26,Female,52,No,2,5,Minor,Saturday,April
635,2024-12-14,18:24,Chennai,Clear,Snowy,Twilight,Bicycle,33,Female,93,No,4,5,Serious,Saturday,December
636,2024-06-14,17:55,Jaipur,Snow,Dry,Daylight,Motorcycle,22,Male,87,No,3,2,Minor,Friday,June
637,2023-02-08,22:21,Chennai,Snow,Dry,Daylight,Truck,51,Male,34,No,3,2,Minor,Wednesday,February
638,2023-05-06,05:44,Delhi,Rain,Dry,Daylight,Bus,40,Male,70,Yes,1,2,Serious,Saturday,May
639,2024-03-26,05:42,Pune,Snow,Dry,Darkness,Car,60,Female,25,No,3,2,Minor,Tuesday,March
640,2023-06-22,17:33,Pune,Fog,Dry,Twilight,Car,67,Female,110,No,3,0,Serious,Thursday,June
641,2024-10-14,01:39,Chennai,Rain,Icy,Daylight,Bus,42,Female,88,No,3,2,Minor,Monday,October
642,2023-08-08,12:03,Bangalore,Clear,Dry,Daylight,Auto Rickshaw,68,Female,88,Yes,2,2,Minor,Tuesday,August
643,2024-09-29,23:34,Ahmedabad,Fog,Dry,Daylight,Car,30,Female,101,No,1,2,Serious,Sunday,September
644,2023-02-27,04:22,Kolkata,Rain,Icy,Darkness,Bicycle,41,Male,111,No,3,5,Minor,Monday,February
645,2024-10-21,12:49,Lucknow,Rain,Icy,Darkness,Auto Rickshaw,28,Male,54,No,3,1,Minor,Monday,October
646,2024-04-20,18:28,Pune,Fog,Dry,Daylight,Bicycle,69,Male,105,No,3,1,Serious,Saturday,April
647,2024-03-31,15:23,Chennai,Rain,Dry,Daylight,Truck,68,Male,53,No,2,1,Minor,Sunday,March
648,2023-12-27,18:47,Chennai,Rain,Wet,Darkness,Truck,34,Male,82,Yes,2,3,Minor,Wednesday,December
649,2023-01-01,01:22,Ahmedabad,Snow,Wet,Darkness,Auto Rickshaw,54,Female,87,Yes,1,0,Minor,Sunday,January
650,2024-01-22,03:03,Ahmedabad,Clear,Wet,Daylight,Auto Rickshaw,30,Male,37,No,4,5,Minor,Monday,January
651,2023-12-14,17:51,Mumbai,Rain,Snowy,Darkness,Auto Rickshaw,44,Male,45,No,1,4,Serious,Thursday,December
652,2023-07-09,09:59,Mumbai,Clear,Wet,Daylight,Auto Rickshaw,37,Male,105,No,2,5,Serious,Sunday,July
653,2024-05-19,01:50,Bangalore,Rain,Dry,Darkness,Motorcycle,50,Male,116,No,3,2,Minor,Sunday,May
654,2023-07-10,07:38,Bangalore,Fog,Wet,Darkness,Auto Rickshaw,59,Male,80,No,3,1,Minor,Monday,July
655,2024-05-22,03:38,Delhi,Clear,Dry,Daylight,Auto Rickshaw,49,Male,97,No,1,5,Minor,Wednesday,May
656,2024-01-04,20:48,Bangalore,Rain,Wet,Daylight,Truck,25,Male,114,No,3,0,Serious,Thursday,January
657,2024-02-13,01:52,Hyderabad,Clear,Wet,Darkness,Bicycle,46,Male,93,No,2,2,Minor,Tuesday,February
658,2023-04-27,04:55,Ahmedabad,Rain,Dry,Daylight,Truck,57,Male,107,No,1,3,Minor,Thursday,April
659,2023-05-14,08:48,Lucknow,Clear,Dry,Darkness,Car,36,Male,104,No,4,4,Serious,Sunday,May
660,2023-02-27,05:50,Hyderabad,Fog,Dry,Darkness,Motorcycle,23,Male,67,Yes,2,2,Serious,Monday,February
661,2024-07-09,20:11,Kolkata,Clear,Dry,Darkness,Motorcycle,61,Male,91,No,2,4,Minor,Tuesday,July
662,2024-11-15,22:32,Chennai,Rain,Wet,Daylight,Bicycle,56,Male,115,No,3,5,Serious,Friday,November
663,2024-11-02,08:24,Bangalore,Clear,Dry,Daylight,Auto Rickshaw,65,Male,50,No,2,2,Serious,Saturday,November
664,2023-06-22,03:15,Chennai,Fog,Wet,Darkness,Truck,58,Female,53,No,2,3,Minor,Thursday,June
665,2023-05-29,12:12,Pune,Snow,Dry,Daylight,Car,38,Male,106,No,4,5,Minor,Monday,May
666,2023-03-21,15:13,Delhi,Windy,Wet,Darkness,Truck,39,Male,108,Yes,3,0,Minor,Tuesday,March
667,2023-08-01,13:31,Pune,Fog,Wet,Darkness,Auto Rickshaw,59,Male,26,Yes,2,4,Minor,Tuesday,August
668,2023-07-22,01:24,Delhi,Fog,Wet,Daylight,Auto Rickshaw,27,Male,102,No,3,4,Minor,Saturday,July
669,2023-08-17,20:21,Mumbai,Clear,Dry,Darkness,Bus,27,Male,26,No,2,0,Minor,Thursday,August
670,2024-11-06,08:11,Chennai,Clear,Icy,Daylight,Truck,69,Male,66,No,4,4,Fatal,Wednesday,November
671,2023-08-15,15:58,Delhi,Clear,Dry,Daylight,Bicycle,46,Male,27,Yes,3,5,Serious,Tuesday,August
672,2024-10-20,04:34,Jaipur,Fog,Dry,Twilight,Truck,33,Male,97,No,3,1,Fatal,Sunday,October
673,2024-06-15,06:31,Hyderabad,Snow,Dry,Twilight,Motorcycle,18,Male,20,No,4,0,Fatal,Saturday,June
674,2024-03-16,13:05,Delhi,Clear,Dry,Daylight,Car,34,Male,96,No,1,3,Serious,Saturday,March
675,2024-02-06,06:49,Delhi,Snow,Icy,Twilight,Bicycle,47,Male,22,No,2,2,Serious,Tuesday,February
676,2023-02-16,00:36,Hyderabad,Rain,Dry,Daylight,Bus,43,Female,72,Yes,2,2,Serious,Thursday,February
677,2023-08-21,04:02,Chennai,Rain,Wet,Daylight,Car,63,Male,111,No,1,0,Fatal,Monday,August
678,2023-11-01,01:16,Chennai,Clear,Wet,Daylight,Car,36,Male,57,No,3,1,Minor,Wednesday,November
679,2024-06-09,11:32,Hyderabad,Clear,Dry,Twilight,Motorcycle,38,Male,70,No,3,5,Serious,Sunday,June
680,2023-05-23,00:58,Pune,Rain,Wet,Daylight,Motorcycle,34,Female,34,No,4,3,Minor,Tuesday,May
681,2024-02-19,02:26,Jaipur,Rain,Dry,Daylight,Motorcycle,63,Male,119,Yes,4,2,Fatal,Monday,February
682,2024-05-27,05:45,Lucknow,Clear,Dry,Daylight,Bicycle,57,Male,86,No,4,2,Minor,Monday,May
683,2024-01-08,21:10,Kolkata,Rain,Dry,Darkness,Truck,38,Male,83,No,1,5,Minor,Monday,January
684,2024-07-19,02:14,Jaipur,Fog,Snowy,Daylight,Car,58,Male,87,Yes,1,1,Minor,Friday,July
685,2023-09-16,19:49,Chennai,Fog,Icy,Daylight,Truck,57,Male,24,No,3,4,Minor,Saturday,September
686,2024-10-17,04:37,Lucknow,Snow,Dry,Daylight,Truck,62,Male,109,No,4,0,Minor,Thursday,October
687,2024-04-15,17:26,Mumbai,Clear,Dry,Darkness,Motorcycle,66,Male,108,No,3,1,Serious,Monday,April
688,2023-01-12,18:36,Bangalore,Clear,Wet,Darkness,Truck,36,Male,29,No,1,1,Minor,Thursday,January
689,2023-11-26,19:53,Delhi,Rain,Dry,Daylight,Car,24,Male,27,No,2,1,Minor,Sunday,November
690,2023-12-24,18:23,Hyderabad,Clear,Snowy,Darkness,Car,34,Male,31,No,3,1,Minor,Sunday,December
691,2024-02-12,22:51,Hyderabad,Clear,Dry,Daylight,Auto Rickshaw,18,Male,83,No,1,4,Serious,Monday,February
692,2024-10-29,14:16,Delhi,Clear,Dry,Darkness,Bus,54,Male,78,No,4,5,Minor,Tuesday,October
693,2024-01-08,01:48,Bangalore,Clear,Wet,Daylight,Bicycle,23,Female,86,Yes,2,3,Minor,Monday,January
694,2023-01-08,14:00,Kolkata,Clear,Dry,Daylight,Truck,43,Male,110,No,2,1,Minor,Sunday,January
695,2023-05-02,09:28,Bangalore,Clear,Snowy,Daylight,Bicycle,19,Female,69,No,2,1,Minor,Tuesday,May
696,2023-12-14,09:05,Lucknow,Clear,Snowy,Darkness,Bicycle,49,Male,42,No,4,0,Fatal,Thursday,December
697,2024-11-06,22:19,Bangalore,Clear,Dry,Darkness,Bicycle,65,Male,59,No,2,2,Serious,Wednesday,November
698,2023-03-31,19:23,Lucknow,Rain,Dry,Daylight,Auto Rickshaw,22,Male,116,No,1,4,Minor,Friday,March
699,2024-10-09,01:47,Bangalore,Rain,Icy,Darkness,Bicycle,54,Male,97,Yes,3,1,Serious,Wednesday,October
700,2024-11-28,22:17,Kolkata,Rain,Snowy,Daylight,Auto Rickshaw,48,Male,106,No,2,3,Serious,Thursday,November
701,2023-11-12,03:19,Kolkata,Clear,Dry,Daylight,Car,29,Male,114,No,2,3,Serious,Sunday,November
702,2023-06-27,17:29,Chennai,Clear,Wet,Daylight,Truck,52,Male,96,No,1,3,Serious,Tuesday,June
703,2024-06-23,19:43,Delhi,Rain,Dry,Darkness,Auto Rickshaw,47,Male,95,Yes,4,0,Minor,Sunday,June
704,2023-02-10,04:50,Kolkata,Rain,Dry,Darkness,Bus,65,Male,118,Yes,2,3,Fatal,Friday,February
705,2024-12-04,20:24,Lucknow,Rain,Snowy,Daylight,Bicycle,23,Male,37,No,1,5,Minor,Wednesday,December
706,2024-05-16,20:53,Kolkata,Clear,Dry,Daylight,Bus,32,Male,40,No,1,0,Minor,Thursday,May
707,2023-05-25,07:32,Chennai,Snow,Snowy,Daylight,Car,32,Female,20,No,4,4,Minor,Thursday,May
708,2023-07-20,10:25,Hyderabad,Clear,Dry,Daylight,Car,33,Female,57,No,4,3,Serious,Thursday,July
709,2024-12-24,18:03,Lucknow,Clear,Wet,Daylight,Motorcycle,37,Male,60,No,3,2,Minor,Tuesday,December
710,2024-04-05,03:49,Chennai,Rain,Dry,Daylight,Bicycle,30,Male,61,No,2,1,Minor,Friday,April
711,2024-07-11,16:59,Pune,Rain,Dry,Daylight,Motorcycle,61,Female,28,No,3,4,Minor,Thursday,July
712,2024-06-30,06:45,Pune,Clear,Wet,Daylight,Bus,59,Female,42,No,1,5,Minor,Sunday,June
713,2023-09-10,13:40,Mumbai,Clear,Dry,Daylight,Truck,63,Male,97,No,2,2,Minor,Sunday,September
714,2024-01-25,05:30,Bangalore,Fog,Dry,Daylight,Motorcycle,48,Female,30,No,1,4,Minor,Thursday,January
715,2024-08-16,03:35,Delhi,Clear,Dry,Daylight,Car,51,Male,90,No,1,5,Serious,Friday,August
716,2023-09-13,23:59,Ahmedabad,Clear,Dry,Darkness,Bicycle,46,Male,50,No,1,3,Fatal,Wednesday,September
717,2024-12-09,03:02,Jaipur,Clear,Wet,Daylight,Bus,20,Male,107,No,4,4,Minor,Monday,December
718,2024-03-25,15:40,Chennai,Fog,Dry,Darkness,Auto Rickshaw,26,Male,45,No,4,4,Fatal,Monday,March
